"WHAT IS THE FIRST NAME OF THE GUY WHO RULES THIS VALLEY?" 	「誰是統治這個山谷的傢伙？」
Stefan	史蒂芬
Baron	男爵
Stephan	史蒂芬
I don't know.	我不知道。
"Well, Erasmus always appreciates good SPELLing." 	「好吧，伊拉斯謨一直很欣賞好的拼法。」
"Right. And Smokey's middle name is 'the'." 	「沒錯。而史莫基的中間名是『the』。」
"Naw, you have him confused with the King." 	「不對，你把他和國王搞混了。」
"Ha!  The boss has better things to do than rule this little burg." 	「哈！老闆有更重要的事要做，不是統治這個小鎮。」
"You haven't done your homework, have you?" 	「你沒做功課，是吧？」
"WHO PUT THE AURA AROUND THE TOWN?" 	「誰在小鎮周圍設置了防護罩？」
Erana	伊瑞娜
Zara	薩拉
"And a right PEACEful place she made it.  Go on in." 	「她確實把這裡變成了一個安詳寧靜的地方。進去吧。」
"Hah!  Her high and mightiness barely condescends to keep a shop in town, let alone protect it." 	「呿！那位高高在上的大人物勉強願意在鎮上開家店，更別說保護它了。」
"That's a rather ratty response." 	「那是個相當糟糕的回答。」
"Ignorance of the Aura is no excuse." 	「不知道防護罩不是藉口。」
"Do you always do this well with multiple choice questions?" 	「你總是在選擇題上做得這麼好嗎？」
"WHAT IS THE MEAN AIR SPEED OF AN UNLADEN SWALLOW?" 	「沒有負荷的燕子平均空中速度是多少？」
African or European? 	非洲燕子還是歐洲燕子？
9.8 meters per second squared. 	每秒 9.8 公尺的平方。
35 miles per hour.	時速 35 英里。
One hundred and eighty-six thousand miles per second.	每秒 186,000 英里。
"Humm, I have no idea.  Have to ask the boss sometime.  Oh, well, you win."	「嗯，我不知道。回頭得問老闆。好吧，你贏了。」
"Neither do I. Go on in." 	「我也不知道。進去吧。」
"Only when you tie its wings and drop it." 	「只有在你綁住它的翅膀然後放開它時。」
"I said 'swallow', not sparrow." 	「我說的是『燕子』，不是『麻雀』。」
"It's not just a good idea, it's the law, eh?" 	「這不只是個好主意，這是法律，對吧？」
"WHAT IS THE MEANING OF LIFE, THE UNIVERSE, AND EVERYTHING?" 	「生命、宇宙和一切的意義是什麼？」
Life is but a dream.	生命只是一場夢。
Life is just a bowl of cherries.	生命只是一碗櫻桃。
Know what to kiss, and when.	知道親吻什麼和何時親吻。
"So you put some Deep Thought into the question, eh?" 	「所以你對這個問題進行了深思，對吧？」
"At least you're honest.  (Stupid... but honest.)"  	「至少你很誠實。（愚蠢……但誠實。）」
"You're really dreaming if you think I accept that answer."  	「如果你認為我會接受那個答案，你真的在做夢。」
"Well, you're sure one of the pits." 	「好吧，你確實是個麻煩鬼。」
"You got 'what' right, but flunked 'when'." 	「『什麼』你答對了，但『何時』你失敗了。」
"CAN YOU HEAR ME?  YOU HAVE THREE QUESTIONS."  	「你能聽到我嗎？你有三個問題。」
"You blew it, bub." 	「你搞砸了，老兄。」
"Sayonara, Sucker." 	「再見，蠢貨。」
"Wrong way, Jose!" 	「走錯方向了，何塞！」
"Hasta la vista, baby." 	「再見，寶貝。」
"Have a nice trip, see you in the fall!" 	「祝你旅途愉快，秋天見！」
"Gotcha!" 	「抓到你了！」
"Scat, Brat." 	「滾開，小鬼。」
"YOU DON'T GIVE UP EASILY, DO YOU?" 	「你不輕易放棄，是吧？」
"THE WIZARD WILL SEE YOU NOW." 	「法師現在會見你。」
The stone creature looks like it's bored.  Wouldn't you be?	石造生物看起來很無聊。你不會嗎？
Your body can't take too much more of this kind of mountaineering.  At this point, you envy the gargoyle his job.	你的身體無法承受太多這樣的登山。此時此刻，你羨慕石像鬼的工作。
You feel as though you have just scaled the Matterhorn in full armor.  What a climb!  You can see all of Spielburg valley from here.	你感覺好像剛剛穿著全套盔甲爬上了馬特洪峰。多艱苦的登山！你可以從這裡看到整個史畢柏格山谷。
After you finally catch your breath, you see that you have reached the rather eccentric-looking house that you saw from below.	你終於喘過氣來後，發現你已經到達了那棟你從下面看到的相當怪異的房子。
There is an ugly gargoyle above the entrance.	入口上方有一尊醜陋的石像鬼。
This climb seems longer every time.  But you made it.	每次這段登山似乎都變長了。但你做到了。
You begin to think being eaten by a monster would be more fun than climbing this mountain.	你開始認為被怪物吃掉會比爬這座山更有趣。
Every muscle in your body is letting you know that this is great exercise.	你身體的每一塊肌肉都在讓你知道這是很好的鍛煉。
You think to yourself, "Self, why am I doing this?"  Self replies, "YOU'RE the one who wants to be a hero." 	你自言自語：「自己，我為什麼要這樣做？」自己回答：「是你想成為英雄的。」
No matter how strong you feel at the bottom of the mountain, you're always more exhausted than the last time you reached the top.	無論你在山底感覺多麼強大，當你登上山頂時，你總是比上次更疲勞。
You detect a strange, magical aura around this place. 	你在這個地方周圍感知到一股奇異的魔力光環。
The gargoyle won't let you climb the walls. 	石像鬼不會讓你爬牆。
You see the purple home of someone who must enjoy its precarious perch upon the peak.	你看到了一座紫色的家，某人一定很喜歡它在峰頂上搖搖欲墜的位置。
The door is already open.	門已經開了。
It is cloudless. It seems that you are above the clouds.	天氣晴朗。看起來你在雲層上方。
I don't think you can reach that window. 	我認為你無法到達那扇窗戶。
From outside, you can see that the interior of the house is curiously furnished.	從外面，你可以看到房子的內部擺設非常奇特。
Erasmus likes to keep his suits well-ironed.	伊拉斯謨喜歡把他的西裝熨得很好。
The books on the shelves of the bookcase appear to be very old, very rare, and very magical.	書架上的書看起來非常古老、非常稀有和非常有魔力。
You find titles like:  "Zen and the Art of Magical Maintenance",  "How to Be a Halfling",  "The Sensuous Succubus",  and "Tobin's Spirit Guide, Volume II: Asmodeus to Casper".	你看到了一些書名，如：《禪與魔法維護的藝術》、《如何成為半身人》、《感官女魔鬼》和《托賓的精靈指南，第二卷：阿斯莫德到卡斯珀》。
A casket with a stick shift? 	帶換檔器的棺材？
From the looks of the ceiling, this castle must be a gigantic geode. 	從天花板的樣子看，這座城堡一定是個巨大的晶洞。
It was a moderately large and fearful dragon at one time.	它曾經是一條中等大小且可怕的龍。
The head doesn't respond; it looks like it's draggin'. 	龍頭沒有反應；看起來它在拖延。
Looks like you've slammed the dunker.	看起來你擊中了地牢。
It's the famous dunkin' dragon.  You haven't seen one of those in years. 	這是著名的「進行式」龍。你已經好多年沒看過這樣的龍了。
Through the portal to the east sits a standing room only.	通過東邊的門戶只有站立的空間。
There is a strange figure on the bookshelf.  It looks like an overgrown rat wearing a wizard's hat.	書架上有一個奇怪的身影。它看起來像一隻穿著法師帽的超大老鼠。
From the looks of these crystals, this castle must be a gigantic geode. 	從這些晶體的樣子看，這座城堡一定是個巨大的晶洞。
This is a Zen lamp.  You feel enlightened in its presence.	這是一盞禪燈。你在它的存在下感到開悟。
You admire the plumage on the peacock.	你欣賞孔雀的羽毛。
The poor stuffed peacock seems bedraggled, worn, and over-used.	可憐的填充孔雀看起來邋遢、破舊和過度使用。
The peacock doesn't respond.  Maybe its ears are too stuffed to hear. 	孔雀沒有反應。也許它的耳朵被塞得太滿，聽不見。
"Naughty, naughty.  You were told to go straight up the stairs." 	「調皮，調皮。你被告知要直接上樓。」
"Since you're leaving anyway..."  	「既然你還是要離開的話……」
"That'll learn ya!"  	「那樣就會教導你了！」
"I wouldn't do that if I were you!"  	「如果我是你，我不會這樣做！」
This room is full of odds, ends, and stuff.  The wizard must be a real character.	這個房間充滿了雜七雜八的東西。這位法師一定是個真正的人物。
Erasmus used to buy a new oriental rug every day -- you know, "Carpet Diem".  This one lends the room a rugged look.	伊拉斯謨過去每天都買一條新的東方地毯——你懂的，「地毯日誌」。這條地毯給房間增添了崎嶇的外觀。
The rug shrugs as if to say, "Don't carpet me."	地毯聳肩，好像在說「別把我當地毯。」
The stupid stool stands there steadily.	笨蛋板凳穩穩地站在那裡。
This is just the table of contents.	這只是目錄。
This is a sarcophagus, probably on loan from the Egyptian section of the Leyendecker Museum.  You can tell because it has a ribbon around it.	這是一個石棺，可能是從萊因德克博物館的埃及部分借來的。你可以看出來，因為它周圍有一條緞帶。
(It's tied in a Laura Bow.)  	（它用勞拉蝴蝶結綁著。）
You wonder if the portrait of Erasmus is really a painting, or something completely different.	你想知道伊拉斯謨的肖像是真的畫還是完全不同的東西。
Your eyes are drawn to the eyes of the figure in the portrait.  His intense stare is unnerving.	你的眼睛被肖像中人物的眼睛吸引。他炯炯有神的凝視讓人不安。
